"","X","months_as_customer","policy_state","policy_csl","policy_deductable","policy_annual_premium","umbrella_limit","insured_sex","insured_education_level","insured_occupation","insured_hobbies","insured_relationship","capital_gains","capital_loss","incident_type","collision_type","incident_severity","authorities_contacted","incident_state","number_of_vehicles_involved","property_damage","bodily_injuries","witnesses","police_report_available","vehicle_claim","auto_make","auto_model","fraud_reported","z_of_months_as_customer"
"753",753,405,"IL","250/500",500,878.19,0,"2","PhD","machine-op-inspct","golf","unmarried",57100,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NC",4,"YES",0,2,"NO",28980,"Chevrolet","Tahoe",0,1.74650730464806
"754",754,435,"IN","100/300",2000,1145.85,0,"2","JD","sales","movies","not-in-family",0,-40000,"Multi-vehicle Collision","Rear Collision","Total Loss","Other","NY",3,NA,1,1,"YES",27660,"Mercedes","E400",0,2.00712039388854
"755",755,54,"IN","100/300",500,1261.28,0,"1","MD","protective-serv","hiking","unmarried",68500,-42100,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","VA",3,"YES",2,0,NA,57520,"Nissan","Maxima",0,-1.30266583946557
"756",756,144,"IL","100/300",500,1427.46,0,"2","High School","machine-op-inspct","cross-fit","wife",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Police","WV",3,NA,0,0,NA,61530,"Dodge","Neon",0,-0.520826571744128
"757",757,92,"IL","500/1000",500,1592.41,0,"2","Masters","prof-specialty","yachting","husband",58900,-29100,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","WV",1,NA,2,3,"YES",42720,"Jeep","Wrangler",0,-0.97255592642763
"758",758,173,"OH","250/500",1000,1274.63,0,"2","College","machine-op-inspct","basketball","unmarried",51000,0,"Single Vehicle Collision","Rear Collision","Total Loss","Fire","SC",1,"YES",2,3,"NO",33110,"Accura","MDX",0,-0.268900585478329
"759",759,436,"IN","250/500",500,1362.31,0,"2","High School","prof-specialty","bungie-jumping","wife",67600,-65300,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","VA",1,"NO",0,2,"NO",59680,"Saab","93",0,2.01580749686323
"760",760,155,"OH","250/500",1000,919.37,0,"1","Associate","protective-serv","hiking","not-in-family",83600,0,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","NY",1,NA,0,3,NA,32240,"Nissan","Maxima",0,-0.425268439022618
"761",761,78,"OH","250/500",1000,1377.23,0,"1","Masters","armed-forces","kayaking","unmarried",72600,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NY",3,NA,2,1,NA,34860,"Nissan","Maxima",0,-1.09417536807319
"762",762,440,"IL","100/300",1000,995.55,5000000,"2","College","protective-serv","paintball","wife",51500,-52100,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","SC",3,"YES",0,3,NA,43400,"Jeep","Wrangler",1,2.05055590876196
"763",763,264,"IL","100/300",500,1508.12,6000000,"2","PhD","craft-repair","basketball","wife",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Other","NY",3,NA,2,1,"NO",40500,"Jeep","Wrangler",1,0.521625785217799
"764",764,66,"IN","500/1000",500,484.67,0,"1","College","adm-clerical","paintball","wife",21100,-60800,"Multi-vehicle Collision","Front Collision","Major Damage","Fire","SC",3,NA,0,2,"YES",41720,"Volkswagen","Passat",1,-1.19842060376938
"765",765,366,"IN","500/1000",1000,1561.41,0,"1","High School","handlers-cleaners","basketball","husband",21200,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NY",3,"YES",1,3,"NO",44730,"Mercedes","C300",0,1.40771028863544
"766",766,188,"OH","100/300",500,1457.21,0,"1","JD","adm-clerical","hiking","own-child",46300,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","SC",1,NA,2,0,"YES",35000,"Suburu","Forrestor",0,-0.138594040858088
"767",767,224,"IL","500/1000",1000,1128.71,0,"1","JD","prof-specialty","sleeping","other-relative",0,-47100,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","VA",3,"YES",2,1,NA,43260,"Suburu","Impreza",0,0.17414166623049
"768",768,253,"IL","100/300",500,1358.2,0,"1","MD","transport-moving","movies","husband",52900,0,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NY",3,"YES",0,0,"NO",46960,"Jeep","Wrangler",0,0.426067652496289
"769",769,446,"IL","100/300",1000,1232.79,0,"1","High School","adm-clerical","reading","unmarried",49900,-62100,"Single Vehicle Collision","Rear Collision","Minor Damage","Other","VA",1,"YES",2,0,"YES",49350,"Suburu","Forrestor",0,2.10267852661005
"770",770,169,"IL","100/300",1000,936.19,0,"2","JD","armed-forces","movies","other-relative",70600,-48500,"Multi-vehicle Collision","Side Collision","Total Loss","Police","SC",3,NA,2,1,"YES",34740,"Audi","A5",0,-0.30364899737706
"771",771,255,"IL","250/500",500,1302.34,0,"1","JD","prof-specialty","video-games","own-child",0,-52600,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV",3,"NO",1,0,"NO",42080,"Volkswagen","Jetta",0,0.443441858445654
"772",772,209,"IN","100/300",500,1264.99,0,"2","PhD","transport-moving","polo","husband",67800,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","VA",1,NA,1,1,"NO",25200,"Chevrolet","Silverado",0,0.043835121610249
"773",773,210,"OH","500/1000",500,1467.76,0,"1","MD","tech-support","hiking","own-child",38700,-33100,"Single Vehicle Collision","Front Collision","Total Loss","Ambulance","NY",1,NA,1,3,"YES",50640,"Toyota","Highlander",0,0.0525222245849317
"774",774,174,"IN","250/500",2000,1124.43,0,"1","College","farming-fishing","paintball","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Ambulance","WV",3,"YES",0,1,"YES",30940,"Saab","93",0,-0.260213482503646
"775",775,70,"IL","250/500",1000,1319.81,0,"2","High School","machine-op-inspct","yachting","husband",67200,-59400,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","WV",4,"NO",1,0,"YES",24640,"Toyota","Camry",0,-1.16367219187065
"776",776,89,"IN","100/300",2000,1482.53,0,"1","MD","tech-support","kayaking","not-in-family",49100,-45100,"Parked Car",NA,"Trivial Damage","Police","WV",1,"YES",1,2,NA,70,"Audi","A3",0,-0.998617235351678
"777",777,458,"IN","100/300",1000,1328.18,0,"1","High School","protective-serv","bungie-jumping","other-relative",53000,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV",1,"NO",2,1,"NO",43820,"Volkswagen","Passat",0,2.20692376230625
"778",778,239,"IN","100/300",500,1463.95,0,"1","JD","sales","skydiving","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","NC",3,NA,0,0,"YES",57060,"Dodge","Neon",0,0.304448210850731
"779",779,161,"IL","100/300",2000,1133.85,0,"2","PhD","priv-house-serv","exercise","not-in-family",60200,0,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV",3,"YES",2,2,"YES",40320,"Volkswagen","Jetta",0,-0.373145821174522
"780",780,446,"IN","500/1000",1000,1037.32,0,"1","High School","tech-support","skydiving","wife",0,-15700,"Multi-vehicle Collision","Rear Collision","Minor Damage","Police","NC",3,NA,2,1,"NO",60660,"Nissan","Ultima",0,2.10267852661005
"781",781,476,"IN","250/500",1000,1562.8,0,"1","Masters","handlers-cleaners","dancing","not-in-family",42800,-68200,"Single Vehicle Collision","Front Collision","Total Loss","Fire","WV",1,NA,1,2,"YES",35920,"Suburu","Legacy",0,2.36329161585054
"782",782,70,"IN","100/300",1000,1425.79,0,"1","MD","armed-forces","video-games","other-relative",62400,-52300,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","NC",1,"NO",0,3,NA,46240,"Dodge","RAM",0,-1.16367219187065
"783",783,233,"OH","500/1000",2000,1615.14,0,"1","Associate","tech-support","board-games","other-relative",67100,0,"Vehicle Theft",NA,"Minor Damage","None","NY",1,"NO",0,1,NA,2380,"Chevrolet","Malibu",0,0.252325593002634
"784",784,122,"IL","250/500",500,1236.5,0,"2","PhD","other-service","bungie-jumping","husband",0,-48700,"Parked Car",NA,"Trivial Damage","None","NY",1,"NO",0,1,"NO",3680,"Nissan","Ultima",0,-0.711942837187148
"785",785,335,"IL","500/1000",2000,1017.97,0,"1","MD","machine-op-inspct","chess","wife",59900,-34800,"Multi-vehicle Collision","Front Collision","Total Loss","Police","WV",3,"NO",0,0,"YES",26080,"BMW","X5",1,1.13841009642027
"786",786,257,"IN","100/300",2000,1306,0,"2","Associate","machine-op-inspct","cross-fit","husband",46100,-46900,"Multi-vehicle Collision","Front Collision","Major Damage","Ambulance","NY",3,"YES",2,1,NA,38500,"Ford","Fusion",1,0.46081606439502
"787",787,85,"IL","500/1000",2000,1174.14,0,"2","College","priv-house-serv","dancing","unmarried",50400,-61500,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","NY",4,"YES",0,0,"NO",42960,"Toyota","Camry",0,-1.03336564725041
"788",788,133,"IN","500/1000",1000,1231.01,0,"2","College","adm-clerical","board-games","husband",0,-31700,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","SC",3,"NO",1,2,NA,22120,"Dodge","Neon",0,-0.616384704465638
"789",789,119,"IL","250/500",500,1299.18,0,"1","College","tech-support","hiking","wife",57100,0,"Single Vehicle Collision","Front Collision","Major Damage","Fire","OH",1,"YES",2,1,"YES",28980,"Honda","Civic",1,-0.738004146111196
"790",790,169,"IN","100/300",500,1469.75,0,"1","JD","sales","reading","not-in-family",0,-57600,"Single Vehicle Collision","Rear Collision","Minor Damage","Fire","VA",1,NA,0,0,"YES",27090,"Volkswagen","Passat",0,-0.30364899737706
"791",791,225,"OH","250/500",500,1390.72,0,"2","Masters","tech-support","paintball","other-relative",83900,-52100,"Parked Car",NA,"Trivial Damage","None","SC",1,"YES",2,1,"YES",4240,"Nissan","Pathfinder",0,0.182828769205173
"792",792,84,"IL","500/1000",500,1694.09,7000000,"1","Associate","prof-specialty","cross-fit","husband",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Other","NY",1,"YES",0,2,NA,42930,"BMW","X6",1,-1.04205275022509
"793",793,169,"OH","100/300",2000,1140.15,0,"2","High School","armed-forces","exercise","husband",0,-36800,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","VA",3,"YES",0,3,"NO",33600,"Suburu","Legacy",0,-0.30364899737706
"794",794,124,"IN","100/300",1000,1310.71,0,"1","Masters","farming-fishing","kayaking","wife",29300,0,"Single Vehicle Collision","Side Collision","Total Loss","Ambulance","NY",1,"YES",0,1,"NO",46160,"Toyota","Camry",0,-0.694568631237783
"795",795,320,"IL","250/500",2000,1730.49,7000000,"2","College","transport-moving","hiking","not-in-family",46300,-41700,"Multi-vehicle Collision","Front Collision","Minor Damage","Fire","WV",3,"NO",2,0,"NO",42120,"Saab","95",0,1.00810355180003
"796",796,297,"IN","250/500",500,1616.65,7000000,"2","MD","adm-clerical","movies","unmarried",0,-59500,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","WV",3,NA,0,3,"YES",33300,"Jeep","Grand Cherokee",0,0.808300183382329
"797",797,421,"IN","100/300",500,1935.85,4000000,"2","Masters","machine-op-inspct","reading","own-child",49500,-81100,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","NY",1,NA,2,3,NA,67440,"Mercedes","E400",1,1.88550095224299
"798",798,136,"OH","250/500",1000,855.14,0,"1","PhD","craft-repair","paintball","not-in-family",37900,0,"Single Vehicle Collision","Side Collision","Minor Damage","Fire","NC",1,"YES",0,1,"YES",21490,"Toyota","Corolla",0,-0.59032339554159
"799",799,46,"OH","250/500",2000,1568.47,4000000,"1","High School","armed-forces","yachting","unmarried",46800,0,"Single Vehicle Collision","Side Collision","Major Damage","Fire","NY",1,"NO",2,0,NA,39620,"Toyota","Camry",0,-1.37216266326304
"800",800,34,"IN","500/1000",2000,1550.53,0,"1","MD","armed-forces","dancing","own-child",0,-27700,"Parked Car",NA,"Trivial Damage","None","VA",1,"YES",0,1,NA,2640,"Audi","A3",0,-1.47640789895923
"801",801,95,"IL","250/500",2000,1370.92,0,"2","College","transport-moving","video-games","unmarried",48900,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Police","SC",1,"YES",0,3,NA,24360,"Accura","MDX",0,-0.946494617503582
"802",802,140,"IN","250/500",500,1363.59,0,"1","JD","armed-forces","kayaking","not-in-family",43200,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NY",3,NA,2,0,"YES",63600,"Chevrolet","Tahoe",0,-0.555574983642859
"803",803,200,"IN","250/500",1000,828.42,3000000,"1","College","prof-specialty","basketball","other-relative",0,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","NY",1,NA,2,2,"NO",44800,"Chevrolet","Malibu",0,-0.0343488051618956
"804",804,123,"IN","250/500",500,1209.63,0,"1","Masters","machine-op-inspct","chess","not-in-family",64800,-44200,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","NC",1,"YES",1,0,"YES",56980,"Volkswagen","Jetta",1,-0.703255734212465
"805",805,267,"OH","250/500",2000,1111.17,0,"2","MD","craft-repair","base-jumping","unmarried",35000,0,"Parked Car",NA,"Trivial Damage","None","WV",1,"YES",2,3,"YES",3600,"Toyota","Camry",0,0.547687094141847
"806",806,290,"IN","500/1000",500,989.97,0,"2","Masters","machine-op-inspct","kayaking","own-child",32500,0,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV",1,"NO",0,1,"NO",33600,"Saab","95",0,0.74749046255955
"807",807,45,"IN","250/500",1000,1114.23,0,"2","College","prof-specialty","dancing","wife",0,0,"Single Vehicle Collision","Side Collision","Major Damage","Fire","SC",1,"YES",0,1,"YES",36540,"Nissan","Pathfinder",0,-1.38084976623772
"808",808,186,"IN","250/500",2000,1347.31,0,"1","JD","protective-serv","dancing","unmarried",80900,-111100,"Multi-vehicle Collision","Rear Collision","Minor Damage","Ambulance","NY",3,"NO",2,3,NA,49200,"Audi","A3",0,-0.155968246807454
"809",809,135,"IL","250/500",2000,1687.53,0,"1","JD","protective-serv","base-jumping","other-relative",0,-69600,"Single Vehicle Collision","Side Collision","Total Loss","Fire","NC",1,NA,1,2,"NO",54740,"Audi","A3",0,-0.599010498516273
"810",810,110,"IN","250/500",1000,1183.48,0,"2","Associate","other-service","bungie-jumping","husband",0,0,"Single Vehicle Collision","Rear Collision","Major Damage","Ambulance","VA",1,NA,2,3,"NO",32200,"Saab","93",1,-0.816188072883341
"811",811,259,"IL","500/1000",2000,1537.13,0,"1","PhD","handlers-cleaners","kayaking","own-child",0,-58300,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NY",3,"NO",0,2,"YES",44380,"Ford","Fusion",0,0.478190270344385
"812",812,114,"OH","250/500",1000,1173.25,0,"1","Masters","protective-serv","dancing","husband",0,-34700,"Vehicle Theft",NA,"Minor Damage","None","WV",1,"NO",0,3,"YES",3640,"Chevrolet","Malibu",0,-0.78143966098461
"813",813,404,"IN","250/500",1000,1361.16,4000000,"1","Masters","transport-moving","cross-fit","not-in-family",0,-63700,"Single Vehicle Collision","Front Collision","Minor Damage","Ambulance","VA",1,"NO",2,0,"YES",42480,"Accura","MDX",1,1.73782020167338
"814",814,282,"OH","500/1000",2000,1422.56,7000000,"1","MD","prof-specialty","video-games","husband",26900,-55300,"Vehicle Theft",NA,"Minor Damage","None","WV",1,NA,1,2,"NO",2560,"Accura","MDX",0,0.677993638762088
"815",815,57,"IL","500/1000",2000,1143.06,0,"1","Masters","tech-support","dancing","own-child",63100,-54100,"Multi-vehicle Collision","Front Collision","Total Loss","Ambulance","VA",3,"NO",0,1,"YES",43740,"Nissan","Maxima",0,-1.27660453054153
"816",816,215,"IN","250/500",500,1405.71,0,"1","PhD","craft-repair","camping","unmarried",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","SC",1,NA,0,1,"NO",49490,"Volkswagen","Passat",0,0.0959577394583453
"817",817,140,"IL","100/300",500,1354.2,0,"1","College","adm-clerical","bungie-jumping","wife",100500,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","SC",4,NA,0,0,NA,43760,"Nissan","Pathfinder",0,-0.555574983642859
"818",818,250,"IN","100/300",500,1055.6,0,"2","High School","exec-managerial","paintball","husband",69500,-40700,"Single Vehicle Collision","Rear Collision","Major Damage","Other","SC",1,NA,1,1,NA,54400,"Ford","Fusion",1,0.400006343572241
"819",819,286,"IL","250/500",1000,999.43,0,"2","College","prof-specialty","paintball","wife",25800,0,"Vehicle Theft",NA,"Trivial Damage","Police","WV",1,"YES",2,0,NA,2870,"Chevrolet","Malibu",0,0.712742050660819
"820",820,356,"IN","250/500",2000,1155.97,0,"2","High School","prof-specialty","camping","husband",0,0,"Single Vehicle Collision","Side Collision","Minor Damage","Other","SC",1,"YES",0,3,NA,44720,"Dodge","RAM",0,1.32083925888861
"821",821,65,"IL","250/500",1000,1726.91,0,"2","High School","other-service","basketball","own-child",0,0,"Vehicle Theft",NA,"Trivial Damage","None","VA",1,NA,0,0,NA,5040,"Audi","A5",0,-1.20710770674406
"822",822,187,"IN","500/1000",500,1232.57,0,"1","PhD","machine-op-inspct","polo","not-in-family",59500,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","NY",3,NA,0,0,NA,32800,"Nissan","Pathfinder",0,-0.147281143832771
"823",823,386,"OH","250/500",500,1078.65,0,"2","JD","craft-repair","camping","not-in-family",36800,0,"Single Vehicle Collision","Front Collision","Minor Damage","Police","WV",1,NA,2,3,"YES",48480,"Honda","Civic",0,1.58145234812909
"824",824,197,"OH","500/1000",1000,1324.78,0,"1","PhD","prof-specialty","basketball","not-in-family",0,-64500,"Single Vehicle Collision","Front Collision","Major Damage","Police","NC",1,"NO",2,2,"YES",53480,"Volkswagen","Jetta",1,-0.0604101140859437
"825",825,166,"IN","250/500",500,1518.54,0,"1","MD","craft-repair","kayaking","not-in-family",0,0,"Single Vehicle Collision","Rear Collision","Total Loss","Ambulance","PA",1,"YES",1,1,"NO",37100,"Ford","F150",0,-0.329710306301108
"826",826,293,"IL","100/300",2000,1239.06,0,"1","JD","transport-moving","skydiving","husband",34900,0,"Single Vehicle Collision","Front Collision","Total Loss","Police","SC",1,NA,1,1,NA,41680,"Volkswagen","Passat",0,0.773551771483598
"827",827,179,"OH","500/1000",2000,1246.68,0,"1","PhD","priv-house-serv","movies","own-child",0,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","NY",1,NA,0,1,NA,41300,"Suburu","Impreza",0,-0.216777967630233
"828",828,76,"OH","250/500",1000,1622.67,0,"1","MD","priv-house-serv","paintball","husband",0,0,"Multi-vehicle Collision","Side Collision","Total Loss","Ambulance","WV",3,"NO",1,1,NA,52290,"Suburu","Forrestor",0,-1.11154957402255
"829",829,105,"OH","250/500",500,1082.36,0,"1","Associate","prof-specialty","golf","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Fire","SC",3,"NO",2,2,"NO",42350,"Audi","A5",0,-0.859623587756755
"830",830,97,"OH","250/500",1000,1270.55,0,"2","Masters","protective-serv","chess","unmarried",0,-72100,"Multi-vehicle Collision","Side Collision","Total Loss","Other","NC",3,"YES",2,3,"NO",61760,"Jeep","Wrangler",1,-0.929120411554216
"831",831,148,"IL","500/1000",1000,1236.32,5000000,"1","MD","adm-clerical","hiking","own-child",55100,0,"Single Vehicle Collision","Side Collision","Total Loss","Police","PA",1,"NO",2,0,"NO",44400,"Dodge","Neon",0,-0.486078159845397
"832",832,77,"IL","250/500",2000,785.82,0,"2","JD","exec-managerial","movies","other-relative",49700,0,"Multi-vehicle Collision","Rear Collision","Major Damage","Police","NY",3,"YES",2,0,NA,50240,"Audi","A5",1,-1.10286247104787
"833",833,295,"IN","250/500",500,1265.84,0,"1","JD","prof-specialty","paintball","own-child",52200,-44500,"Vehicle Theft",NA,"Minor Damage","None","VA",1,"YES",1,3,"YES",3420,"Nissan","Pathfinder",0,0.790925977432963
"834",834,126,"IN","250/500",500,1508.9,0,"1","JD","machine-op-inspct","skydiving","other-relative",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Police","WV",4,"NO",0,1,NA,45200,"Ford","F150",0,-0.677194425288417
"835",835,132,"OH","250/500",2000,1106.84,0,"2","PhD","other-service","reading","wife",43100,-31900,"Vehicle Theft",NA,"Minor Damage","Police","SC",1,"YES",1,1,"YES",3920,"Suburu","Legacy",0,-0.625071807440321
"836",836,370,"IN","500/1000",2000,1389.13,7000000,"2","JD","other-service","basketball","wife",0,-53200,"Vehicle Theft",NA,"Minor Damage","None","NC",1,NA,0,2,NA,6300,"Mercedes","ML350",0,1.44245870053417
"837",837,257,"IN","100/300",1000,974.84,0,"1","JD","transport-moving","kayaking","other-relative",52100,0,"Single Vehicle Collision","Rear Collision","Total Loss","Police","VA",1,"NO",0,1,"YES",56880,"Nissan","Pathfinder",0,0.46081606439502
"838",838,9,"IL","100/300",2000,1304.46,0,"1","PhD","machine-op-inspct","golf","other-relative",51700,-33300,"Vehicle Theft",NA,"Trivial Damage","None","NC",1,"NO",0,3,"YES",4320,"Audi","A5",1,-1.6935854733263
"839",839,185,"OH","250/500",500,1257.36,0,"1","PhD","armed-forces","movies","husband",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Fire","SC",3,"YES",1,1,NA,37360,"BMW","M5",1,-0.164655349782136
"840",840,234,"OH","250/500",500,1257.04,0,"2","Associate","protective-serv","reading","own-child",0,-48800,"Single Vehicle Collision","Rear Collision","Major Damage","Police","SC",1,"NO",2,2,"YES",36120,"Dodge","Neon",0,0.261012695977317
"841",841,253,"OH","100/300",2000,719.52,0,"1","High School","farming-fishing","golf","own-child",45800,0,"Parked Car",NA,"Trivial Damage","None","SC",1,"NO",0,3,NA,4200,"Chevrolet","Malibu",0,0.426067652496289
"842",842,233,"OH","500/1000",2000,1524.18,0,"2","JD","craft-repair","reading","unmarried",0,0,"Multi-vehicle Collision","Rear Collision","Minor Damage","Fire","SC",3,NA,1,0,"YES",38010,"Saab","95",0,0.252325593002634
"843",843,274,"IN","500/1000",500,1395.58,0,"1","JD","tech-support","reading","husband",0,0,"Vehicle Theft",NA,"Minor Damage","Police","WV",1,"NO",2,1,NA,3870,"BMW","X5",0,0.608496814964626
"844",844,297,"IL","500/1000",1000,1243.68,0,"2","Masters","protective-serv","camping","wife",0,-71400,"Multi-vehicle Collision","Front Collision","Major Damage","Other","NY",3,NA,0,2,NA,48090,"Toyota","Corolla",1,0.808300183382329
"845",845,273,"OH","500/1000",1000,1189.04,0,"1","Associate","prof-specialty","video-games","own-child",59600,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Police","VA",3,"NO",1,3,NA,27860,"Jeep","Wrangler",0,0.599809711989943
"846",846,147,"IN","500/1000",2000,1375.29,0,"1","Masters","armed-forces","chess","own-child",0,0,"Multi-vehicle Collision","Side Collision","Major Damage","Ambulance","SC",3,NA,0,1,NA,43680,"Ford","Fusion",1,-0.49476526282008
"847",847,285,"IN","100/300",500,1389.13,0,"2","Associate","priv-house-serv","golf","not-in-family",63100,-79400,"Single Vehicle Collision","Side Collision","Total Loss","Fire","VA",1,"NO",0,3,NA,36890,"Toyota","Corolla",0,0.704054947686136
"848",848,289,"OH","500/1000",1000,1387.51,0,"1","Associate","sales","base-jumping","not-in-family",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","NY",3,"YES",1,3,NA,53340,"Jeep","Wrangler",0,0.738803359584867
"849",849,427,"IN","100/300",1000,1178.61,7000000,"2","MD","craft-repair","board-games","own-child",0,-54400,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","NY",1,"YES",1,2,"YES",58410,"Volkswagen","Jetta",1,1.93762357009108
"850",850,380,"IL","250/500",2000,1166.62,6000000,"2","Associate","priv-house-serv","bungie-jumping","wife",0,0,"Parked Car",NA,"Trivial Damage","Police","NC",1,"NO",0,3,"NO",4560,"Saab","93",0,1.52932973028099
"851",851,13,"IN","100/300",1000,1556.31,0,"2","Associate","prof-specialty","golf","not-in-family",0,-75000,"Multi-vehicle Collision","Side Collision","Total Loss","Police","NY",3,"YES",2,0,"YES",77670,"Accura","RSX",0,-1.65883706142757
"852",852,282,"OH","250/500",500,1452.27,0,"2","MD","farming-fishing","video-games","not-in-family",75800,0,"Single Vehicle Collision","Side Collision","Major Damage","Ambulance","SC",1,"NO",1,2,"NO",32760,"Audi","A5",1,0.677993638762088
"853",853,312,"OH","500/1000",1000,1212.07,0,"1","MD","exec-managerial","polo","wife",66900,-51800,"Multi-vehicle Collision","Side Collision","Total Loss","Fire","NY",3,"NO",2,3,"NO",42240,"Mercedes","ML350",0,0.93860672800257
"854",854,266,"OH","100/300",2000,1578.54,0,"2","Associate","handlers-cleaners","chess","husband",0,-41400,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","WV",1,"NO",1,3,"YES",60720,"Nissan","Pathfinder",0,0.538999991167164
"855",855,30,"IN","500/1000",500,1488.26,0,"1","College","machine-op-inspct","golf","wife",0,-63500,"Multi-vehicle Collision","Side Collision","Total Loss","Police","WV",3,"NO",2,2,NA,46320,"Saab","95",0,-1.51115631085796
"856",856,198,"IN","250/500",1000,1096.39,0,"2","High School","armed-forces","kayaking","own-child",0,0,"Multi-vehicle Collision","Rear Collision","Total Loss","Fire","SC",3,NA,1,3,"YES",38430,"Audi","A3",0,-0.051723011111261
"857",857,290,"OH","500/1000",2000,1215.36,0,"2","Associate","tech-support","reading","own-child",54400,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Fire","WV",3,NA,0,1,"NO",52960,"Suburu","Impreza",0,0.74749046255955
"858",858,260,"OH","100/300",2000,1482.57,0,"2","MD","priv-house-serv","reading","husband",35000,0,"Single Vehicle Collision","Front Collision","Minor Damage","Fire","NY",1,"NO",0,1,"NO",42720,"Toyota","Camry",0,0.486877373319068
"859",859,233,"OH","250/500",1000,954.18,0,"1","College","tech-support","dancing","other-relative",0,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","SC",3,NA,2,3,"YES",29750,"Nissan","Pathfinder",0,0.252325593002634
"860",860,130,"IL","500/1000",2000,1193.4,0,"2","PhD","exec-managerial","bungie-jumping","own-child",0,-40800,"Multi-vehicle Collision","Side Collision","Total Loss","Other","SC",3,"NO",2,3,NA,35600,"Suburu","Legacy",0,-0.642446013389686
"861",861,230,"IN","100/300",1000,1023.11,0,"1","MD","adm-clerical","golf","own-child",0,-45300,"Multi-vehicle Collision","Rear Collision","Minor Damage","Other","NY",3,"NO",1,2,"YES",37450,"Accura","MDX",0,0.226264284078586
"862",862,212,"IL","500/1000",1000,1524.45,0,"1","Masters","other-service","golf","husband",73200,0,"Multi-vehicle Collision","Side Collision","Minor Damage","Other","NY",3,"YES",0,2,"YES",65920,"Nissan","Pathfinder",0,0.0698964305342971
"863",863,299,"OH","500/1000",1000,1653.32,0,"1","College","other-service","bungie-jumping","other-relative",0,-48800,"Single Vehicle Collision","Rear Collision","Minor Damage","Ambulance","WV",1,"YES",2,0,NA,40680,"Suburu","Impreza",0,0.825674389331694
"864",864,91,"IL","250/500",1000,1022.46,0,"1","Associate","armed-forces","video-games","other-relative",52700,0,"Multi-vehicle Collision","Front Collision","Minor Damage","Other","SC",3,NA,0,2,NA,59360,"Jeep","Wrangler",0,-0.981243029402313
"865",865,398,"IL","100/300",2000,1396.43,0,"1","Associate","priv-house-serv","base-jumping","unmarried",21500,0,"Single Vehicle Collision","Front Collision","Total Loss","Fire","WV",1,"YES",2,1,NA,36890,"Toyota","Camry",0,1.68569758382528
"866",866,218,"IL","250/500",500,1521.55,0,"1","Associate","priv-house-serv","polo","other-relative",61100,-64500,"Single Vehicle Collision","Rear Collision","Major Damage","Fire","SC",1,NA,1,3,"YES",47740,"Dodge","RAM",1,0.122019048382393
